id,source,isp,text_clean,compound,positive,neutral,negative,label,date,month,week,hour_of_day,url
248,news,Glo,glo launches fibre broadband service fastest speeds in region,0.0555,0.0396,0.3746,0.0,positive,2026-04-09,2026-04,2026-W14,14,https://example.com/glo/7246
364,news,9mobile,9mobile customer complaints up 35 percent in latest industry report,-0.2547,0.0,0.3721,0.2033,negative,2026-04-09,2026-04,2026-W14,9,https://example.com/9mobile/5768
331,twitter,Glo,9mobile coverage dead zone in my entire neighborhood useless,-0.1532,0.0,0.385,0.1475,negative,2026-04-09,2026-04,2026-W14,3,https://example.com/glo/2573
10,twitter,MTN,spectranet fibre connection never disappoints fast reliable,0.1311,0.1166,0.496,0.0,positive,2026-04-08,2026-04,2026-W14,14,https://example.com/mtn/3180
399,news,9mobile,9mobile outage affects thousands of customers in major cities,-0.7125,0.0,0.3985,0.5754,negative,2026-04-08,2026-04,2026-W14,14,https://example.com/9mobile/7182
374,news,9mobile,9mobile launches fibre broadband service fastest speeds in region,0.1828,0.1611,0.411,0.0,positive,2026-04-08,2026-04,2026-W14,8,https://example.com/9mobile/6519
30,news,MTN,mtn outage affects thousands of customers in major cities,-0.1003,0.0,0.2302,0.0939,negative,2026-04-08,2026-04,2026-W14,8,https://example.com/mtn/7252
404,twitter,9mobile,mtn customer service actually resolved my issue quickly impressed,0.1176,0.091,0.1906,0.0,positive,2026-04-08,2026-04,2026-W14,6,https://example.com/9mobile/9901
513,twitter,Spectranet,just renewed my mtn data plan value for money as always,0.2633,0.2458,0.339,0.0,positive,2026-04-08,2026-04,2026-W14,1,https://example.com/spectranet/4644
569,twitter,Spectranet,mtn network maintenance scheduled for sunday morning,-0.0391,0.0,0.3104,0.0251,neutral,2026-04-07,2026-04,2026-W14,22,https://example.com/spectranet/9406
576,twitter,Spectranet,worst customer service experience ever with glo never again,-0.0811,0.0,0.1339,0.0749,negative,2026-04-07,2026-04,2026-W14,16,https://example.com/spectranet/6952
547,twitter,Spectranet,9mobile and airtel merger talks what does it mean for customers,0.0114,0.0088,0.2656,0.0,neutral,2026-04-07,2026-04,2026-W14,16,https://example.com/spectranet/3334
595,news,Spectranet,spectranet expands 4g lte coverage across 12 new states improves connectivity,0.3812,0.2735,0.1395,0.0,positive,2026-04-07,2026-04,2026-W14,15,https://example.com/spectranet/4958
164,news,Airtel,airtel outage affects thousands of customers in major cities,-0.1177,0.0,0.2204,0.0735,negative,2026-04-07,2026-04,2026-W14,12,https://example.com/airtel/8187
304,twitter,Glo,worst customer service experience ever with glo never again,-0.072,0.0,0.2635,0.047,negative,2026-04-07,2026-04,2026-W14,2,https://example.com/glo/4903
305,twitter,Glo,mtn internet completely down for 3 hours terrible service,-0.1692,0.0,0.4128,0.1572,negative,2026-04-07,2026-04,2026-W14,0,https://example.com/glo/6483
336,twitter,Glo,glo network coverage map updated for 2024,-0.0471,0.0,0.4062,0.0356,neutral,2026-04-07,2026-04,2026-W14,0,https://example.com/glo/7641
598,twitter,Spectranet,spectranet fibre connection never disappoints fast reliable,0.0586,0.0449,0.1502,0.0,positive,2026-04-06,2026-04,2026-W14,22,https://example.com/spectranet/5667
616,news,Smile,smile launches fibre broadband service fastest speeds in region,0.2447,0.1799,0.429,0.0,positive,2026-04-06,2026-04,2026-W14,21,https://example.com/smile/9500
520,twitter,Spectranet,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.3532,0.0,0.1972,0.3108,negative,2026-04-06,2026-04,2026-W14,18,https://example.com/spectranet/2839
225,news,Airtel,airtel outage affects thousands of customers in major cities,-0.4785,0.0,0.1075,0.3917,negative,2026-04-06,2026-04,2026-W14,16,https://example.com/airtel/5208
212,twitter,Airtel,glo internet speed is embarrassingly slow cannot work from home,-0.0841,0.0,0.3702,0.0723,negative,2026-04-06,2026-04,2026-W14,16,https://example.com/airtel/8689
72,twitter,MTN,smile internet perfect for working from home no complaints,0.306,0.2672,0.2899,0.0,positive,2026-04-06,2026-04,2026-W14,16,https://example.com/mtn/5990
324,twitter,Glo,spectranet fibre connection never disappoints fast reliable,0.0579,0.0533,0.1712,0.0,positive,2026-04-06,2026-04,2026-W14,13,https://example.com/glo/3866
216,news,Airtel,airtel cuts data prices by 20 percent for all subscribers,0.156,0.1451,0.4325,0.0,positive,2026-04-06,2026-04,2026-W14,12,https://example.com/airtel/8711
308,twitter,Glo,worst customer service experience ever with glo never again,-0.2504,0.0,0.2603,0.1515,negative,2026-04-06,2026-04,2026-W14,7,https://example.com/glo/6393
614,twitter,Smile,mtn internet speed has been great this week finally enjoying browsing,0.2929,0.2701,0.1325,0.0,positive,2026-04-06,2026-04,2026-W14,6,https://example.com/smile/2863
387,news,9mobile,9mobile customer satisfaction scores hit five year high,0.4736,0.4553,0.1486,0.0,positive,2026-04-06,2026-04,2026-W14,5,https://example.com/9mobile/4338
268,twitter,Glo,comparing mtn vs airtel data plans for monthly subscription,0.0165,0.0118,0.4823,0.0,neutral,2026-04-06,2026-04,2026-W14,3,https://example.com/glo/2846
685,news,Smile,smile expands 4g lte coverage across 12 new states improves connectivity,0.2328,0.1586,0.2907,0.0,positive,2026-04-05,2026-04,2026-W13,13,https://example.com/smile/7609
179,news,Airtel,airtel outage affects thousands of customers in major cities,-0.1813,0.0,0.3946,0.1196,negative,2026-04-05,2026-04,2026-W13,12,https://example.com/airtel/3469
266,twitter,Glo,glo network always slow during peak hours so frustrating,-0.2748,0.0,0.2697,0.1801,negative,2026-04-05,2026-04,2026-W13,11,https://example.com/glo/4396
215,twitter,Airtel,glo network always slow during peak hours so frustrating,-0.5641,0.0,0.1415,0.4786,negative,2026-04-05,2026-04,2026-W13,9,https://example.com/airtel/2341
125,twitter,Airtel,mtn internet completely down for 3 hours terrible service,-0.4336,0.0,0.1291,0.3478,negative,2026-04-05,2026-04,2026-W13,7,https://example.com/airtel/8301
542,twitter,Spectranet,mtn network maintenance scheduled for sunday morning,0.0429,0.0266,0.2782,0.0,neutral,2026-04-05,2026-04,2026-W13,7,https://example.com/spectranet/6380
48,twitter,MTN,airtel 5g speeds are incredible streaming without buffering,0.2008,0.1875,0.3096,0.0,positive,2026-04-05,2026-04,2026-W13,3,https://example.com/mtn/9929
514,twitter,Spectranet,airtel network coverage improved a lot in my area good job,0.0626,0.0379,0.1532,0.0,positive,2026-04-04,2026-04,2026-W13,21,https://example.com/spectranet/8938
590,news,Spectranet,spectranet slapped with fine by ncc over quality of service violations,-0.2389,0.0,0.3335,0.2157,negative,2026-04-04,2026-04,2026-W13,14,https://example.com/spectranet/5263
480,twitter,9mobile,comparing mtn vs airtel data plans for monthly subscription,-0.0329,0.0,0.3155,0.0264,neutral,2026-04-04,2026-04,2026-W13,14,https://example.com/9mobile/5334
383,news,9mobile,9mobile outage affects thousands of customers in major cities,-0.059,0.0,0.1325,0.0432,negative,2026-04-04,2026-04,2026-W13,10,https://example.com/9mobile/7588
232,twitter,Airtel,mtn data prices unchanged this quarter,0.0186,0.0161,0.1952,0.0,neutral,2026-04-04,2026-04,2026-W13,9,https://example.com/airtel/9306
76,twitter,MTN,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.2395,0.0,0.3621,0.1462,negative,2026-04-04,2026-04,2026-W13,9,https://example.com/mtn/2498
495,twitter,Spectranet,9mobile coverage dead zone in my entire neighborhood useless,-0.1992,0.0,0.1017,0.1325,negative,2026-04-04,2026-04,2026-W13,8,https://example.com/spectranet/2483
323,twitter,Glo,glo network always slow during peak hours so frustrating,-0.4617,0.0,0.1988,0.4042,negative,2026-04-04,2026-04,2026-W13,5,https://example.com/glo/3723
243,twitter,Glo,spectranet fibre connection never disappoints fast reliable,0.3662,0.2225,0.1973,0.0,positive,2026-04-04,2026-04,2026-W13,3,https://example.com/glo/7526
282,news,Glo,glo slapped with fine by ncc over quality of service violations,-0.233,0.0,0.3543,0.1831,negative,2026-04-04,2026-04,2026-W13,2,https://example.com/glo/5378
22,twitter,MTN,airtel 5g speeds are incredible streaming without buffering,0.8777,0.7179,0.3186,0.0,positive,2026-04-03,2026-04,2026-W13,21,https://example.com/mtn/9099
334,news,Glo,glo customer complaints up 35 percent in latest industry report,-0.3279,0.0,0.3026,0.2631,negative,2026-04-03,2026-04,2026-W13,16,https://example.com/glo/8004
555,twitter,Spectranet,spectranet fibre connection never disappoints fast reliable,0.898,0.7702,0.286,0.0,positive,2026-04-03,2026-04,2026-W13,12,https://example.com/spectranet/4284
392,twitter,9mobile,glo internet disconnects every few minutes how is this acceptable,-0.2021,0.0,0.2159,0.1419,negative,2026-04-03,2026-04,2026-W13,9,https://example.com/9mobile/3341
706,twitter,Smile,glo network always slow during peak hours so frustrating,-0.2256,0.0,0.2083,0.1401,negative,2026-04-03,2026-04,2026-W13,3,https://example.com/smile/1728
240,twitter,Airtel,spectranet fibre connection never disappoints fast reliable,0.1546,0.1479,0.4898,0.0,positive,2026-04-02,2026-04,2026-W13,20,https://example.com/airtel/6647
27,twitter,MTN,airtel 5g speeds are incredible streaming without buffering,0.2625,0.1937,0.2324,0.0,positive,2026-04-02,2026-04,2026-W13,18,https://example.com/mtn/3186
302,twitter,Glo,worst customer service experience ever with glo never again,-1.0,0.0,0.1879,0.7145,negative,2026-04-02,2026-04,2026-W13,16,https://example.com/glo/3616
501,news,Spectranet,spectranet slapped with fine by ncc over quality of service violations,-0.0936,0.0,0.3354,0.0586,negative,2026-04-02,2026-04,2026-W13,15,https://example.com/spectranet/1624
430,news,9mobile,9mobile customer complaints up 35 percent in latest industry report,-0.1814,0.0,0.1509,0.1709,negative,2026-04-02,2026-04,2026-W13,10,https://example.com/9mobile/1720
588,twitter,Spectranet,mtn customer service actually resolved my issue quickly impressed,0.7647,0.5772,0.481,0.0,positive,2026-04-02,2026-04,2026-W13,1,https://example.com/spectranet/9101
654,news,Smile,smile wins best telecom provider award customer satisfaction survey,0.273,0.2347,0.4319,0.0,positive,2026-04-01,2026-04,2026-W13,15,https://example.com/smile/7566
428,news,9mobile,9mobile signs partnership deal with international telecom provider,0.0318,0.0295,0.2202,0.0,neutral,2026-04-01,2026-04,2026-W13,12,https://example.com/9mobile/9196
121,twitter,Airtel,comparing mtn vs airtel data plans for monthly subscription,0.0218,0.0218,0.1749,0.0,neutral,2026-04-01,2026-04,2026-W13,10,https://example.com/airtel/9609
117,twitter,MTN,spectranet fibre connection never disappoints fast reliable,0.4496,0.3788,0.1659,0.0,positive,2026-03-31,2026-03,2026-W13,23,https://example.com/mtn/4574
78,news,MTN,mtn wins best telecom provider award customer satisfaction survey,0.2015,0.1848,0.2986,0.0,positive,2026-03-31,2026-03,2026-W13,23,https://example.com/mtn/8417
274,twitter,Glo,mtn internet speed has been great this week finally enjoying browsing,0.3881,0.2937,0.2556,0.0,positive,2026-03-31,2026-03,2026-W13,19,https://example.com/glo/1945
559,twitter,Spectranet,glo network always slow during peak hours so frustrating,-0.1279,0.0,0.1081,0.0853,negative,2026-03-31,2026-03,2026-W13,17,https://example.com/spectranet/3581
257,twitter,Glo,airtel 5g speeds are incredible streaming without buffering,0.5224,0.3753,0.3731,0.0,positive,2026-03-31,2026-03,2026-W13,16,https://example.com/glo/7333
325,news,Glo,glo customer satisfaction scores hit five year high,0.5615,0.5281,0.2407,0.0,positive,2026-03-31,2026-03,2026-W13,13,https://example.com/glo/7328
21,twitter,MTN,glo internet disconnects every few minutes how is this acceptable,-0.2862,0.0,0.4398,0.2456,negative,2026-03-31,2026-03,2026-W13,6,https://example.com/mtn/6946
7,twitter,MTN,mtn internet speed has been great this week finally enjoying browsing,0.2215,0.1946,0.2634,0.0,positive,2026-03-31,2026-03,2026-W13,2,https://example.com/mtn/1924
532,news,Spectranet,spectranet cuts data prices by 20 percent for all subscribers,0.187,0.1297,0.3878,0.0,positive,2026-03-30,2026-03,2026-W13,20,https://example.com/spectranet/7727
394,twitter,9mobile,anyone know the best isp in lagos for home internet,-0.0488,0.0,0.3417,0.0404,neutral,2026-03-30,2026-03,2026-W13,19,https://example.com/9mobile/7790
256,twitter,Glo,mtn customer service actually resolved my issue quickly impressed,0.3135,0.2166,0.3263,0.0,positive,2026-03-30,2026-03,2026-W13,17,https://example.com/glo/9270
77,twitter,MTN,airtel data finished before it should have suspected billing fraud,-0.2303,0.0,0.1993,0.2154,negative,2026-03-30,2026-03,2026-W13,15,https://example.com/mtn/2218
347,twitter,Glo,spectranet fibre connection never disappoints fast reliable,0.354,0.2608,0.3069,0.0,positive,2026-03-30,2026-03,2026-W13,9,https://example.com/glo/9761
167,news,Airtel,airtel expands 4g lte coverage across 12 new states improves connectivity,0.2081,0.1323,0.1097,0.0,positive,2026-03-30,2026-03,2026-W13,3,https://example.com/airtel/8350
593,twitter,Spectranet,just renewed my mtn data plan value for money as always,0.4765,0.3461,0.4825,0.0,positive,2026-03-30,2026-03,2026-W13,3,https://example.com/spectranet/1921
531,twitter,Spectranet,mtn customer service actually resolved my issue quickly impressed,0.5188,0.4275,0.3912,0.0,positive,2026-03-30,2026-03,2026-W13,0,https://example.com/spectranet/2991
135,twitter,Airtel,mtn customer service actually resolved my issue quickly impressed,0.4219,0.2667,0.333,0.0,positive,2026-03-29,2026-03,2026-W12,21,https://example.com/airtel/4645
160,news,Airtel,airtel launches fibre broadband service fastest speeds in region,0.2893,0.217,0.1248,0.0,positive,2026-03-29,2026-03,2026-W12,12,https://example.com/airtel/4321
157,news,Airtel,airtel launches fibre broadband service fastest speeds in region,0.2244,0.1894,0.1068,0.0,positive,2026-03-29,2026-03,2026-W12,10,https://example.com/airtel/9095
638,news,Smile,smile customer satisfaction scores hit five year high,0.4389,0.2921,0.4448,0.0,positive,2026-03-29,2026-03,2026-W12,5,https://example.com/smile/9250
433,twitter,9mobile,worst customer service experience ever with glo never again,-0.3577,0.0,0.3776,0.3547,negative,2026-03-29,2026-03,2026-W12,1,https://example.com/9mobile/4136
261,twitter,Glo,mtn internet speed has been great this week finally enjoying browsing,0.0632,0.0443,0.3464,0.0,positive,2026-03-28,2026-03,2026-W12,21,https://example.com/glo/1892
568,twitter,Spectranet,smile internet perfect for working from home no complaints,0.4193,0.3395,0.1961,0.0,positive,2026-03-28,2026-03,2026-W12,16,https://example.com/spectranet/9931
156,twitter,Airtel,mtn customer service actually resolved my issue quickly impressed,0.2979,0.2525,0.3946,0.0,positive,2026-03-28,2026-03,2026-W12,16,https://example.com/airtel/6986
530,twitter,Spectranet,mtn data prices unchanged this quarter,-0.0108,0.0,0.4698,0.0066,neutral,2026-03-28,2026-03,2026-W12,15,https://example.com/spectranet/5880
369,twitter,9mobile,airtel data finished before it should have suspected billing fraud,-0.2021,0.0,0.2225,0.1815,negative,2026-03-28,2026-03,2026-W12,15,https://example.com/9mobile/4077
454,twitter,9mobile,mtn internet completely down for 3 hours terrible service,-0.3503,0.0,0.3954,0.2559,negative,2026-03-28,2026-03,2026-W12,14,https://example.com/9mobile/9007
366,news,9mobile,9mobile network reliability drops amid infrastructure challenges,-0.4232,0.0,0.2444,0.3774,negative,2026-03-28,2026-03,2026-W12,13,https://example.com/9mobile/8371
416,twitter,9mobile,airtel data finished before it should have suspected billing fraud,-0.2973,0.0,0.4191,0.2471,negative,2026-03-27,2026-03,2026-W12,23,https://example.com/9mobile/5353
284,twitter,Glo,airtel data plan worth every naira excellent network coverage,0.2366,0.1651,0.4099,0.0,positive,2026-03-27,2026-03,2026-W12,23,https://example.com/glo/6921
716,twitter,Smile,glo network always slow during peak hours so frustrating,-0.2738,0.0,0.3721,0.263,negative,2026-03-27,2026-03,2026-W12,18,https://example.com/smile/6690
98,twitter,MTN,airtel keeps throttling my connection after half my data is used,-0.17,0.0,0.2848,0.1422,negative,2026-03-27,2026-03,2026-W12,11,https://example.com/mtn/4630
463,twitter,9mobile,worst customer service experience ever with glo never again,-0.4107,0.0,0.3945,0.3736,negative,2026-03-27,2026-03,2026-W12,10,https://example.com/9mobile/2555
674,twitter,Smile,airtel 5g speeds are incredible streaming without buffering,0.1542,0.1403,0.3134,0.0,positive,2026-03-27,2026-03,2026-W12,9,https://example.com/smile/6647
192,twitter,Airtel,smile internet perfect for working from home no complaints,0.3894,0.2572,0.1547,0.0,positive,2026-03-27,2026-03,2026-W12,6,https://example.com/airtel/7634
630,twitter,Smile,spectranet fibre connection never disappoints fast reliable,0.18,0.1307,0.1475,0.0,positive,2026-03-27,2026-03,2026-W12,6,https://example.com/smile/1105
343,news,Glo,glo faces backlash over unexpected data depletion complaints surge,-0.0559,0.0,0.3885,0.0402,negative,2026-03-27,2026-03,2026-W12,3,https://example.com/glo/2503
328,twitter,Glo,mtn internet speed has been great this week finally enjoying browsing,0.1146,0.0872,0.4971,0.0,positive,2026-03-27,2026-03,2026-W12,2,https://example.com/glo/7828
584,twitter,Spectranet,9mobile coverage dead zone in my entire neighborhood useless,-0.5328,0.0,0.4232,0.4984,negative,2026-03-26,2026-03,2026-W12,17,https://example.com/spectranet/8615
260,news,Glo,glo customer complaints up 35 percent in latest industry report,-0.414,0.0,0.4512,0.4015,negative,2026-03-26,2026-03,2026-W12,16,https://example.com/glo/9227
19,twitter,MTN,mtn data prices unchanged this quarter,0.0437,0.0299,0.103,0.0,neutral,2026-03-26,2026-03,2026-W12,15,https://example.com/mtn/4180
566,twitter,Spectranet,smile internet perfect for working from home no complaints,0.1636,0.1468,0.3806,0.0,positive,2026-03-26,2026-03,2026-W12,15,https://example.com/spectranet/3615
133,twitter,Airtel,smile internet perfect for working from home no complaints,0.2904,0.2761,0.4969,0.0,positive,2026-03-26,2026-03,2026-W12,14,https://example.com/airtel/7604
477,twitter,9mobile,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.9861,0.0,0.3419,0.6051,negative,2026-03-26,2026-03,2026-W12,13,https://example.com/9mobile/3227
443,twitter,9mobile,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.486,0.0,0.2724,0.3679,negative,2026-03-26,2026-03,2026-W12,7,https://example.com/9mobile/6488
410,twitter,9mobile,mtn network congestion every evening ruins my streaming experience,-0.6061,0.0,0.1182,0.3985,negative,2026-03-26,2026-03,2026-W12,0,https://example.com/9mobile/6186
695,twitter,Smile,9mobile and airtel merger talks what does it mean for customers,-0.0388,0.0,0.4118,0.0233,neutral,2026-03-25,2026-03,2026-W12,20,https://example.com/smile/8538
149,twitter,Airtel,airtel data plan worth every naira excellent network coverage,0.4587,0.3312,0.2169,0.0,positive,2026-03-25,2026-03,2026-W12,19,https://example.com/airtel/2901
506,twitter,Spectranet,airtel network coverage improved a lot in my area good job,0.2025,0.1434,0.2434,0.0,positive,2026-03-25,2026-03,2026-W12,18,https://example.com/spectranet/6013
131,twitter,Airtel,glo network always slow during peak hours so frustrating,-0.2144,0.0,0.1628,0.1816,negative,2026-03-25,2026-03,2026-W12,16,https://example.com/airtel/9922
136,twitter,Airtel,mtn customer service actually resolved my issue quickly impressed,0.1732,0.1285,0.1589,0.0,positive,2026-03-25,2026-03,2026-W12,15,https://example.com/airtel/7043
313,news,Glo,glo outage affects thousands of customers in major cities,-0.1486,0.0,0.3791,0.1265,negative,2026-03-25,2026-03,2026-W12,11,https://example.com/glo/2226
549,twitter,Spectranet,spectranet fibre connection never disappoints fast reliable,0.3105,0.2144,0.3237,0.0,positive,2026-03-25,2026-03,2026-W12,5,https://example.com/spectranet/4885
231,twitter,Airtel,smile internet perfect for working from home no complaints,0.6571,0.5641,0.3731,0.0,positive,2026-03-25,2026-03,2026-W12,4,https://example.com/airtel/7554
636,twitter,Smile,mtn internet speed has been great this week finally enjoying browsing,0.4997,0.3296,0.4366,0.0,positive,2026-03-25,2026-03,2026-W12,1,https://example.com/smile/1758
521,news,Spectranet,spectranet signs partnership deal with international telecom provider,-0.0471,0.0,0.4862,0.0433,neutral,2026-03-25,2026-03,2026-W12,0,https://example.com/spectranet/4370
194,twitter,Airtel,airtel keeps throttling my connection after half my data is used,-0.4356,0.0,0.4029,0.3198,negative,2026-03-24,2026-03,2026-W12,18,https://example.com/airtel/3789
714,news,Smile,smile wins best telecom provider award customer satisfaction survey,0.0606,0.0369,0.2942,0.0,positive,2026-03-24,2026-03,2026-W12,18,https://example.com/smile/9505
683,news,Smile,smile expands 4g lte coverage across 12 new states improves connectivity,0.2831,0.1823,0.2843,0.0,positive,2026-03-24,2026-03,2026-W12,14,https://example.com/smile/6425
264,twitter,Glo,airtel data plan worth every naira excellent network coverage,0.2685,0.1893,0.1366,0.0,positive,2026-03-24,2026-03,2026-W12,14,https://example.com/glo/1725
132,news,Airtel,airtel customer complaints up 35 percent in latest industry report,-0.2006,0.0,0.2633,0.1248,negative,2026-03-24,2026-03,2026-W12,14,https://example.com/airtel/7563
285,news,Glo,glo faces backlash over unexpected data depletion complaints surge,-0.3387,0.0,0.1859,0.2648,negative,2026-03-23,2026-03,2026-W12,16,https://example.com/glo/3304
3,twitter,MTN,airtel network coverage improved a lot in my area good job,0.3739,0.3098,0.1443,0.0,positive,2026-03-23,2026-03,2026-W12,15,https://example.com/mtn/6771
472,news,9mobile,9mobile customer complaints up 35 percent in latest industry report,-0.0944,0.0,0.3415,0.0583,negative,2026-03-23,2026-03,2026-W12,11,https://example.com/9mobile/9581
110,news,MTN,mtn cuts data prices by 20 percent for all subscribers,0.2002,0.1552,0.443,0.0,positive,2026-03-23,2026-03,2026-W12,9,https://example.com/mtn/2444
307,news,Glo,glo outage affects thousands of customers in major cities,-0.226,0.0,0.3841,0.2225,negative,2026-03-23,2026-03,2026-W12,7,https://example.com/glo/8346
210,news,Airtel,airtel expands 4g lte coverage across 12 new states improves connectivity,0.3904,0.2624,0.2693,0.0,positive,2026-03-22,2026-03,2026-W11,23,https://example.com/airtel/5709
120,news,MTN,mtn faces backlash over unexpected data depletion complaints surge,-0.3627,0.0,0.1988,0.2284,negative,2026-03-22,2026-03,2026-W11,23,https://example.com/mtn/8877
36,news,MTN,mtn slapped with fine by ncc over quality of service violations,-0.7234,0.0,0.3745,0.4902,negative,2026-03-22,2026-03,2026-W11,22,https://example.com/mtn/8435
622,twitter,Smile,airtel data finished before it should have suspected billing fraud,-0.5328,0.0,0.1243,0.3641,negative,2026-03-22,2026-03,2026-W11,21,https://example.com/smile/1642
427,twitter,9mobile,spectranet fibre connection never disappoints fast reliable,0.5774,0.4486,0.3539,0.0,positive,2026-03-22,2026-03,2026-W11,18,https://example.com/9mobile/6300
528,news,Spectranet,spectranet wins best telecom provider award customer satisfaction survey,0.2629,0.1582,0.1773,0.0,positive,2026-03-22,2026-03,2026-W11,18,https://example.com/spectranet/6807
563,twitter,Spectranet,smile internet perfect for working from home no complaints,0.2032,0.1289,0.2932,0.0,positive,2026-03-22,2026-03,2026-W11,18,https://example.com/spectranet/9215
355,news,Glo,glo cuts data prices by 20 percent for all subscribers,0.4368,0.278,0.4068,0.0,positive,2026-03-22,2026-03,2026-W11,17,https://example.com/glo/7265
591,twitter,Spectranet,airtel data plan worth every naira excellent network coverage,0.1783,0.1399,0.4214,0.0,positive,2026-03-22,2026-03,2026-W11,14,https://example.com/spectranet/7708
70,twitter,MTN,smile internet perfect for working from home no complaints,0.6011,0.5023,0.1806,0.0,positive,2026-03-22,2026-03,2026-W11,8,https://example.com/mtn/1122
408,twitter,9mobile,glo network always slow during peak hours so frustrating,-0.501,0.0,0.4906,0.3286,negative,2026-03-22,2026-03,2026-W11,2,https://example.com/9mobile/8379
565,news,Spectranet,spectranet launches fibre broadband service fastest speeds in region,0.3155,0.2604,0.3257,0.0,positive,2026-03-22,2026-03,2026-W11,0,https://example.com/spectranet/9458
380,news,9mobile,9mobile customer complaints up 35 percent in latest industry report,-1.0,0.0,0.3071,0.9584,negative,2026-03-21,2026-03,2026-W11,22,https://example.com/9mobile/7580
373,twitter,9mobile,mtn customer service actually resolved my issue quickly impressed,0.1112,0.0741,0.4955,0.0,positive,2026-03-21,2026-03,2026-W11,12,https://example.com/9mobile/5385
411,news,9mobile,9mobile cuts data prices by 20 percent for all subscribers,0.3499,0.2138,0.4204,0.0,positive,2026-03-21,2026-03,2026-W11,10,https://example.com/9mobile/2143
490,twitter,Spectranet,9mobile coverage dead zone in my entire neighborhood useless,-0.0866,0.0,0.3503,0.0542,negative,2026-03-21,2026-03,2026-W11,9,https://example.com/spectranet/4277
123,twitter,Airtel,9mobile coverage dead zone in my entire neighborhood useless,-0.2317,0.0,0.4475,0.1634,negative,2026-03-21,2026-03,2026-W11,9,https://example.com/airtel/4745
651,news,Smile,smile launches fibre broadband service fastest speeds in region,0.4216,0.3657,0.1853,0.0,positive,2026-03-21,2026-03,2026-W11,9,https://example.com/smile/2365
623,twitter,Smile,airtel data plan worth every naira excellent network coverage,0.2814,0.2536,0.2821,0.0,positive,2026-03-21,2026-03,2026-W11,8,https://example.com/smile/7682
253,twitter,Glo,anyone know the best isp in lagos for home internet,-0.0215,0.0,0.1232,0.0173,neutral,2026-03-21,2026-03,2026-W11,3,https://example.com/glo/2030
552,news,Spectranet,spectranet launches fibre broadband service fastest speeds in region,0.3336,0.2134,0.2604,0.0,positive,2026-03-21,2026-03,2026-W11,3,https://example.com/spectranet/5885
181,twitter,Airtel,mtn internet speed has been great this week finally enjoying browsing,0.2204,0.15,0.3692,0.0,positive,2026-03-21,2026-03,2026-W11,3,https://example.com/airtel/6527
345,twitter,Glo,mtn internet speed has been great this week finally enjoying browsing,0.1235,0.1153,0.2449,0.0,positive,2026-03-21,2026-03,2026-W11,3,https://example.com/glo/7503
61,news,MTN,mtn slapped with fine by ncc over quality of service violations,-0.2822,0.0,0.3662,0.2578,negative,2026-03-21,2026-03,2026-W11,2,https://example.com/mtn/3094
537,twitter,Spectranet,anyone know the best isp in lagos for home internet,0.0141,0.0092,0.1418,0.0,neutral,2026-03-21,2026-03,2026-W11,2,https://example.com/spectranet/3701
229,twitter,Airtel,mtn customer service actually resolved my issue quickly impressed,0.3702,0.3489,0.1512,0.0,positive,2026-03-21,2026-03,2026-W11,1,https://example.com/airtel/3634
656,news,Smile,smile customer complaints up 35 percent in latest industry report,-0.2986,0.0,0.4386,0.2014,negative,2026-03-21,2026-03,2026-W11,0,https://example.com/smile/3887
395,twitter,9mobile,glo network always slow during peak hours so frustrating,-0.3543,0.0,0.4505,0.246,negative,2026-03-20,2026-03,2026-W11,23,https://example.com/9mobile/9940
637,news,Smile,smile outage affects thousands of customers in major cities,-0.0733,0.0,0.3562,0.0624,negative,2026-03-20,2026-03,2026-W11,22,https://example.com/smile/6284
420,twitter,9mobile,9mobile customer service kept me on hold for 45 minutes unacceptable,-0.2359,0.0,0.2355,0.1418,negative,2026-03-20,2026-03,2026-W11,17,https://example.com/9mobile/1600
73,twitter,MTN,mtn internet speed has been great this week finally enjoying browsing,0.2008,0.1694,0.4852,0.0,positive,2026-03-20,2026-03,2026-W11,16,https://example.com/mtn/1068
151,news,Airtel,airtel faces backlash over unexpected data depletion complaints surge,-0.2988,0.0,0.1828,0.2737,negative,2026-03-20,2026-03,2026-W11,16,https://example.com/airtel/3496
109,news,MTN,mtn customer satisfaction scores hit five year high,0.2182,0.2034,0.1168,0.0,positive,2026-03-20,2026-03,2026-W11,15,https://example.com/mtn/8099
104,news,MTN,mtn cuts data prices by 20 percent for all subscribers,0.1093,0.1011,0.2751,0.0,positive,2026-03-20,2026-03,2026-W11,13,https://example.com/mtn/2038
108,twitter,MTN,smile internet perfect for working from home no complaints,0.4999,0.44,0.2943,0.0,positive,2026-03-20,2026-03,2026-W11,10,https://example.com/mtn/4483
350,news,Glo,glo customer complaints up 35 percent in latest industry report,-0.3751,0.0,0.1479,0.3551,negative,2026-03-20,2026-03,2026-W11,8,https://example.com/glo/1710
523,news,Spectranet,spectranet cuts data prices by 20 percent for all subscribers,0.1417,0.0934,0.2912,0.0,positive,2026-03-20,2026-03,2026-W11,8,https://example.com/spectranet/9317
